plot,block,rate,PD,stage,diameter,height,who
302L,3,1.5,Late,65,2.74,114.3,Laurel 
302L,3,1.5,Late,69,1.11,116.8,Laurel 
302L,3,1.5,Late,67,1.15,116.8,Laurel 
302L,3,1.5,Late,69,1.87,116.8,Laurel 
302L,3,1.5,Late,69,2.21,116.8,Laurel 
302L,3,1.5,Late,69,2.5,116.8,Laurel 
302L,3,1.5,Late,69,1.76,119.4,Laurel 
302L,3,1.5,Late,67,1.88,119.4,Laurel 
302L,3,1.5,Late,69,2.1,119.4,Laurel 
302L,3,1.5,Late,67,2.15,119.4,Laurel 
302L,3,1.5,Late,61,2.33,121.9,Laurel 
302L,3,1.5,Late,67,2.42,121.9,Laurel 
302L,3,1.5,Late,67,2.79,121.9,Laurel 
302L,3,1.5,Late,65,1.89,124.5,Laurel 
302L,3,1.5,Late,67,2.03,127,Laurel 
302L,3,1.5,Late,67,2.25,127,Laurel 
302L,3,1.5,Late,67,2.53,127,Laurel 
302L,3,1.5,Late,67,2.2,129.5,Laurel 
302L,3,1.5,Late,69,1.83,132.1,Laurel 
302L,3,1.5,Late,69,2.44,132.1,Laurel 
302L,3,1.5,Late,67,2.69,132.1,Laurel 
302L,3,1.5,Late,65,2.84,134.6,Laurel 
302L,3,1.5,Late,67,2.96,139.7,Laurel 
302L,3,1.5,Late,69,2.42,144.8,Laurel 
302L,3,1.5,Late,67,2.43,144.8,Laurel 
302L,3,1.5,Late,69,3.63,144.8,Laurel 
302L,3,1.5,Late,67,3.66,144.8,Laurel 
302L,3,1.5,Late,65,4.05,149.9,Laurel 
302L,3,1.5,Late,69,3.27,154.9,Laurel 
302L,3,1.5,Late,69,3.37,154.9,Laurel 
303E,3,0,Early,41,na,12.7,Laurel 
303E,3,0,Early,47,0.3,15.2,Laurel 
303E,3,0,Early,41,0.4,15.2,Laurel 
303E,3,0,Early,41,1,17.8,Laurel 
303E,3,0,Early,43,1.2,17.8,Laurel 
303E,3,0,Early,43,0.6,19.1,Laurel 
303E,3,0,Early,43,1.1,19.1,Laurel 
303E,3,0,Early,43,1.1,19.1,Laurel 
303E,3,0,Early,51,1.1,20.3,Laurel 
303E,3,0,Early,41,1.7,22.9,Laurel 
303E,3,0,Early,49,1,25.4,Laurel 
303E,3,0,Early,47,1.2,25.4,Laurel 
303E,3,0,Early,41,2.1,25.4,Laurel 
303E,3,0,Early,41,2.4,25.4,Laurel 
303E,3,0,Early,43,2.3,26.7,Laurel 
303E,3,0,Early,45,1.2,27.9,Laurel 
303E,3,0,Early,45,1.2,27.9,Laurel 
303E,3,0,Early,49,1.3,27.9,Laurel 
303E,3,0,Early,43,1.3,27.9,Laurel 
303E,3,0,Early,41,1.3,27.9,Laurel 
303E,3,0,Early,41,1.4,27.9,Laurel 
303E,3,0,Early,49,1.5,27.9,Laurel 
303E,3,0,Early,51,1.2,30.5,Laurel 
303E,3,0,Early,47,1.4,30.5,Laurel 
303E,3,0,Early,43,1.5,30.5,Laurel 
303E,3,0,Early,45,1.7,30.5,Laurel 
303E,3,0,Early,49,1.2,33,Laurel 
303E,3,0,Early,47,1.3,33,Laurel 
303E,3,0,Early,45,1.6,33,Laurel 
303E,3,0,Early,49,1.7,33,Laurel 
303E,3,0,Early,49,1.7,33,Laurel 
303E,3,0,Early,43,1.9,33,Laurel 
303E,3,0,Early,49,1.2,35.6,Laurel 
303E,3,0,Early,49,1.2,35.6,Laurel 
303E,3,0,Early,43,1.7,35.6,Laurel 
303E,3,0,Early,49,1.8,35.6,Laurel 
303E,3,0,Early,39,1.9,35.6,Laurel 
303E,3,0,Early,47,1.4,38.1,Laurel 
303E,3,0,Early,49,1.5,38.1,Laurel 
303E,3,0,Early,43,1.6,38.1,Laurel 
303E,3,0,Early,47,1.6,38.1,Laurel 
303E,3,0,Early,49,1.7,38.1,Laurel 
303E,3,0,Early,47,1.7,38.1,Laurel 
303E,3,0,Early,47,1.7,38.1,Laurel 
303E,3,0,Early,55,1.8,38.1,Laurel 
303E,3,0,Early,49,2.1,39.4,Laurel 
303E,3,0,Early,45,1.7,40.6,Laurel 
303E,3,0,Early,51,1.7,40.6,Laurel 
303E,3,0,Early,43,1.9,40.6,Laurel 
303E,3,0,Early,47,1.9,40.6,Laurel 
303E,3,0,Early,49,2.6,40.6,Laurel 
303E,3,0,Early,47,1.6,41.9,Laurel 
303E,3,0,Early,51,2,43.2,Laurel 
303E,3,0,Early,47,2.1,43.2,Laurel 
303E,3,0,Early,45,2.3,43.2,Laurel 
303E,3,0,Early,49,2.4,43.2,Laurel 
303E,3,0,Early,49,2,44.5,Laurel 
303E,3,0,Early,49,1.4,47,Laurel 
303E,3,0,Early,49,1.2,48.3,Laurel 
303E,3,0,Early,49,1.4,48.3,Laurel 
303E,3,0,Early,55,1.7,48.3,Laurel 
303E,3,0,Early,49,1.7,48.3,Laurel 
303E,3,0,Early,57,2.7,48.3,Laurel 
303E,3,0,Early,49,2.1,49.5,Laurel 
303E,3,0,Early,49,1.5,50.8,Laurel 
303E,3,0,Early,53,1.7,50.8,Laurel 
303E,3,0,Early,57,1.7,50.8,Laurel 
303E,3,0,Early,49,1.9,50.8,Laurel 
303E,3,0,Early,57,3,50.8,Laurel 
303E,3,0,Early,57,1.5,53.3,Laurel 
303E,3,0,Early,55,2.1,53.3,Laurel 
303E,3,0,Early,47,2.6,53.3,Laurel 
303E,3,0,Early,55,2.7,53.3,Laurel 
303E,3,0,Early,59,2,55.9,Laurel 
303E,3,0,Early,47,2.1,55.9,Laurel 
303E,3,0,Early,51,2.2,55.9,Laurel 
303E,3,0,Early,45,2.4,55.9,Laurel 
303E,3,0,Early,53,2.3,58.4,Laurel 
303E,3,0,Early,55,2.5,58.4,Laurel 
303E,3,0,Early,55,2.5,63.5,Laurel 
303E,3,0,Early,49,3,63.5,Laurel 
303E,3,0,Early,47,3.6,63.5,Laurel 
303E,3,0,Early,51,2.8,64.8,Laurel 
303E,3,0,Early,53,3.5,71.1,Laurel 
303L,3,0,Late,na,0.86,12.7,cody
303L,3,0,Late,na,0.29,17.8,cody
303L,3,0,Late,69,0.47,25.4,cody
303L,3,0,Late,69,0.4,33,cody
303L,3,0,Late,69,0.51,34.3,cody
303L,3,0,Late,69,0.83,34.3,cody
303L,3,0,Late,69,0.85,35.6,cody
303L,3,0,Late,69,0.62,40.6,cody
303L,3,0,Late,69,0.76,40.6,cody
303L,3,0,Late,69,0.8,40.6,cody
303L,3,0,Late,69,0.76,43.2,cody
303L,3,0,Late,69,0.85,43.2,cody
303L,3,0,Late,69,0.88,43.2,cody
303L,3,0,Late,69,1.06,43.2,cody
303L,3,0,Late,69,0.63,44.5,cody
303L,3,0,Late,69,0.75,45.7,cody
303L,3,0,Late,69,0.7,47,cody
303L,3,0,Late,69,0.84,48.3,cody
303L,3,0,Late,69,0.93,48.3,cody
303L,3,0,Late,69,1.01,48.3,cody
303L,3,0,Late,69,1.04,48.3,cody
303L,3,0,Late,69,1.22,49.5,cody
303L,3,0,Late,69,1.49,49.5,cody
303L,3,0,Late,69,1.31,52.1,cody
303L,3,0,Late,69,0.52,53.3,cody
303L,3,0,Late,69,1.36,53.3,cody
303L,3,0,Late,69,0.81,55.9,cody
303L,3,0,Late,69,0.99,55.9,cody
303L,3,0,Late,69,1.33,55.9,cody
303L,3,0,Late,69,0.92,57.2,cody
303L,3,0,Late,69,0.92,57.2,cody
303L,3,0,Late,69,1.03,57.2,cody
303L,3,0,Late,69,1.2,57.2,cody
303L,3,0,Late,69,0.96,61,cody
303L,3,0,Late,69,1.25,62.2,cody
303L,3,0,Late,67,0.98,66,cody
303L,3,0,Late,69,1.6,68.6,cody
303L,3,0,Late,69,1.32,71.1,cody
303L,3,0,Late,69,1.44,73.7,cody
303L,3,0,Late,69,1.44,74.9,cody
303L,3,0,Late,69,1.55,76.2,cody
303L,3,0,Late,69,2.27,76.2,cody
303L,3,0,Late,69,1.74,77.5,cody
303L,3,0,Late,69,1.22,78.7,cody
303L,3,0,Late,69,1.4,78.7,cody
303L,3,0,Late,69,1.98,78.7,cody
303L,3,0,Late,67,1.76,80,cody
303L,3,0,Late,69,1.97,80,cody
303L,3,0,Late,69,1.56,82.6,cody
303L,3,0,Late,69,1.37,83.8,cody
303L,3,0,Late,69,1.39,83.8,cody
303L,3,0,Late,69,1.54,85.1,cody
303L,3,0,Late,69,1.41,86.4,cody
303L,3,0,Late,68,1.56,86.4,cody
303L,3,0,Late,69,1.76,86.4,cody
303L,3,0,Late,69,2.24,86.4,cody
303L,3,0,Late,69,1.49,88.9,cody
303L,3,0,Late,63,1.89,88.9,cody
303L,3,0,Late,69,2.18,91.4,cody
303L,3,0,Late,69,2.48,91.4,cody
303L,3,0,Late,68,1.89,92.7,cody
303L,3,0,Late,69,2.1,94,cody
303L,3,0,Late,69,1.86,96.5,cody
303L,3,0,Late,69,2.16,96.5,cody
303L,3,0,Late,68,1.67,97.8,cody
303L,3,0,Late,69,2.2,99.1,cody
303L,3,0,Late,69,2.96,101.6,cody
303L,3,0,Late,69,2.01,102.9,cody
303L,3,0,Late,69,3.52,102.9,cody
303L,3,0,Late,69,2.11,104.1,cody
303L,3,0,Late,69,2.28,106.7,cody
303L,3,0,Late,69,2.38,109.2,cody
303L,3,0,Late,67,2.11,111.8,cody
303L,3,0,Late,67,3.11,111.8,cody
303L,3,0,Late,69,3.02,115.6,cody
303L,3,0,Late,69,3.22,115.6,cody
303L,3,0,Late,69,2.42,116.8,cody
303L,3,0,Late,67,3.18,121.9,cody
303L,3,0,Late,67,3.44,121.9,cody
401E,4,0,Early,45,0.7,8.9,Laurel 
401E,4,0,Early,na,na,15.2,Laurel 
401E,4,0,Early,47,na,15.2,Laurel 
401E,4,0,Early,45,0.9,17.8,Laurel 
401E,4,0,Early,41,1,20.3,Laurel 
401E,4,0,Early,43,1.5,20.3,Laurel 
401E,4,0,Early,45,1.5,20.3,Laurel 
401E,4,0,Early,41,1.5,20.3,Laurel 
401E,4,0,Early,41,1.6,20.3,Laurel 
401E,4,0,Early,na,na,20.3,Laurel 
401E,4,0,Early,45,1.1,22.9,Laurel 
401E,4,0,Early,47,1.3,26.7,Laurel 
401E,4,0,Early,45,1.8,27.9,Laurel 
401E,4,0,Early,47,1.2,29.2,Laurel 
401E,4,0,Early,49,1.5,30.5,Laurel 
401E,4,0,Early,43,1.5,31.8,Laurel 
401E,4,0,Early,47,1.6,31.8,Laurel 
401E,4,0,Early,49,1.7,31.8,Laurel 
401E,4,0,Early,51,0.9,33,Laurel 
401E,4,0,Early,55,1,33,Laurel 
401E,4,0,Early,49,1.2,33,Laurel 
401E,4,0,Early,49,1.4,33,Laurel 
401E,4,0,Early,43,1.4,33,Laurel 
401E,4,0,Early,49,1.4,33,Laurel 
401E,4,0,Early,45,1.7,33,Laurel 
401E,4,0,Early,43,1.7,33,Laurel 
401E,4,0,Early,45,1.9,33,Laurel 
401E,4,0,Early,51,2.1,34.3,Laurel 
401E,4,0,Early,49,1.6,35.6,Laurel 
401E,4,0,Early,49,1.6,35.6,Laurel 
401E,4,0,Early,53,1.7,35.6,Laurel 
401E,4,0,Early,55,1.5,38.1,Laurel 
401E,4,0,Early,49,1.8,38.1,Laurel 
401E,4,0,Early,45,2.7,38.1,Laurel 
401E,4,0,Early,49,2,39.4,Laurel 
401E,4,0,Early,45,1.8,40.6,Laurel 
401E,4,0,Early,47,1.9,40.6,Laurel 
401E,4,0,Early,53,2.3,40.6,Laurel 
401E,4,0,Early,49,2.4,40.6,Laurel 
401E,4,0,Early,49,1.6,43.2,Laurel 
401E,4,0,Early,49,1.7,44.5,Laurel 
401E,4,0,Early,49,1.9,45.7,Laurel 
401E,4,0,Early,53,1.9,45.7,Laurel 
401E,4,0,Early,49,2.6,45.7,Laurel 
401E,4,0,Early,55,1.4,47,Laurel 
401E,4,0,Early,53,1.5,47,Laurel 
401E,4,0,Early,51,1.7,47,Laurel 
401E,4,0,Early,55,1.6,48.3,Laurel 
401E,4,0,Early,47,1.7,48.3,Laurel 
401E,4,0,Early,49,2.1,48.3,Laurel 
401E,4,0,Early,45,2.4,48.3,Laurel 
401E,4,0,Early,49,1.7,50.8,Laurel 
401E,4,0,Early,59,1.9,50.8,Laurel 
401E,4,0,Early,45,3,50.8,Laurel 
401E,4,0,Early,53,1.6,53.3,Laurel 
401E,4,0,Early,49,2.4,53.3,Laurel 
401E,4,0,Early,55,2.4,53.3,Laurel 
401E,4,0,Early,49,2.4,53.3,Laurel 
401E,4,0,Early,51,1.9,54.6,Laurel 
401E,4,0,Early,59,2,54.6,Laurel 
401E,4,0,Early,49,2.4,54.6,Laurel 
401E,4,0,Early,51,2.5,54.6,Laurel 
401E,4,0,Early,55,1.8,55.9,Laurel 
401E,4,0,Early,49,2,55.9,Laurel 
401E,4,0,Early,53,2.7,55.9,Laurel 
401E,4,0,Early,53,3,55.9,Laurel 
401E,4,0,Early,49,3.3,55.9,Laurel 
401E,4,0,Early,57,3,57.2,Laurel 
401E,4,0,Early,57,1.1,58.4,Laurel 
401E,4,0,Early,59,1.6,58.4,Laurel 
401E,4,0,Early,51,2.3,58.4,Laurel 
401E,4,0,Early,57,2.4,58.4,Laurel 
401E,4,0,Early,53,2.6,58.4,Laurel 
401E,4,0,Early,57,2.7,58.4,Laurel 
401E,4,0,Early,49,3,58.4,Laurel 
401E,4,0,Early,41,3.4,58.4,Laurel 
401E,4,0,Early,55,2.5,59.7,Laurel 
401E,4,0,Early,59,1.8,61,Laurel 
401E,4,0,Early,57,2.4,61,Laurel 
401E,4,0,Early,55,3.2,61,Laurel 
401E,4,0,Early,57,2.7,62.2,Laurel 
401E,4,0,Early,49,3.9,62.2,Laurel 
401E,4,0,Early,59,1.8,63.5,Laurel 
401E,4,0,Early,59,1.8,63.5,Laurel 
401E,4,0,Early,59,2.2,63.5,Laurel 
401E,4,0,Early,57,2.2,63.5,Laurel 
401E,4,0,Early,59,2.4,63.5,Laurel 
401E,4,0,Early,53,3.4,64.8,Laurel 
401E,4,0,Early,59,2.4,66,Laurel 
401E,4,0,Early,49,2.4,66,Laurel 
401E,4,0,Early,51,3.2,66,Laurel 
401E,4,0,Early,55,3.2,67.3,Laurel 
401E,4,0,Early,55,3.6,67.3,Laurel 
401E,4,0,Early,59,2.9,68.6,Laurel 
401E,4,0,Early,53,3.1,68.6,Laurel 
401E,4,0,Early,55,3.5,68.6,Laurel 
401E,4,0,Early,53,4.1,68.6,Laurel 
401E,4,0,Early,59,2.6,71.1,Laurel 
401E,4,0,Early,55,3,71.1,Laurel 
401E,4,0,Early,59,3,71.1,Laurel 
401E,4,0,Early,57,3,72.4,Laurel 
401E,4,0,Early,55,3.2,73.7,Laurel 
401E,4,0,Early,59,3,77.5,Laurel 
401E,4,0,Early,59,3.1,78.7,Laurel 
401E,4,0,Early,57,3.4,78.7,Laurel 
401L,4,0,Late,59,0.58,35.6,Laurel 
401L,4,0,Late,59,0.52,43.2,Laurel 
401L,4,0,Late,59,0.63,43.2,Laurel 
401L,4,0,Late,67,0.82,53.3,Laurel 
401L,4,0,Late,65,1.15,53.3,Laurel 
401L,4,0,Late,61,0.6,58.4,Laurel 
401L,4,0,Late,61,1.27,58.4,Laurel 
401L,4,0,Late,61,1.14,63.5,Laurel 
401L,4,0,Late,61,0.93,71.1,Laurel 
401L,4,0,Late,61,1.14,71.1,Laurel 
401L,4,0,Late,61,1.29,71.1,Laurel 
401L,4,0,Late,61,1.1,73.7,Laurel 
401L,4,0,Late,67,1.13,73.7,Laurel 
401L,4,0,Late,59,1.25,73.7,Laurel 
401L,4,0,Late,61,1.53,73.7,Laurel 
401L,4,0,Late,65,0.98,76.2,Laurel 
401L,4,0,Late,61,1.28,76.2,Laurel 
401L,4,0,Late,61,1.41,76.2,Laurel 
401L,4,0,Late,63,1.56,76.2,Laurel 
401L,4,0,Late,67,1.14,78.7,Laurel 
401L,4,0,Late,61,1.21,78.7,Laurel 
401L,4,0,Late,65,1.59,78.7,Laurel 
401L,4,0,Late,61,1.56,81.3,Laurel 
401L,4,0,Late,63,1.59,81.3,Laurel 
401L,4,0,Late,61,1.24,83.8,Laurel 
401L,4,0,Late,67,1.42,83.8,Laurel 
401L,4,0,Late,65,1.82,83.8,Laurel 
401L,4,0,Late,65,1.86,83.8,Laurel 
401L,4,0,Late,63,1.98,83.8,Laurel 
401L,4,0,Late,61,2.24,83.8,Laurel 
401L,4,0,Late,69,1.45,86.4,Laurel 
401L,4,0,Late,63,1.53,86.4,Laurel 
401L,4,0,Late,63,1.6,86.4,Laurel 
401L,4,0,Late,61,1.28,88.9,Laurel 
401L,4,0,Late,63,1.61,88.9,Laurel 
401L,4,0,Late,61,1.61,88.9,Laurel 
401L,4,0,Late,61,1.64,88.9,Laurel 
401L,4,0,Late,65,2.31,88.9,Laurel 
401L,4,0,Late,65,1.85,91.4,Laurel 
401L,4,0,Late,63,1.85,94,Laurel 
401L,4,0,Late,61,1.96,94,Laurel 
401L,4,0,Late,61,2.13,94,Laurel 
401L,4,0,Late,61,1.44,96.5,Laurel 
401L,4,0,Late,65,2.13,96.5,Laurel 
401L,4,0,Late,61,2.23,96.5,Laurel 
401L,4,0,Late,61,1.67,99.1,Laurel 
401L,4,0,Late,63,1.81,99.1,Laurel 
401L,4,0,Late,67,2.03,99.1,Laurel 
401L,4,0,Late,63,2.28,99.1,Laurel 
401L,4,0,Late,69,1.72,101.6,Laurel 
401L,4,0,Late,67,1.73,101.6,Laurel 
401L,4,0,Late,63,1.95,101.6,Laurel 
401L,4,0,Late,65,1.69,104.1,Laurel 
401L,4,0,Late,61,2.97,104.1,Laurel 
401L,4,0,Late,65,3.24,104.1,Laurel 
401L,4,0,Late,69,1.95,106.7,Laurel 
401L,4,0,Late,61,2.69,109.2,Laurel 
401L,4,0,Late,67,2.17,111.8,Laurel 
401L,4,0,Late,63,2.24,111.8,Laurel 
401L,4,0,Late,65,2.2,114.3,Laurel 
401L,4,0,Late,61,3.25,114.3,Laurel 
401L,4,0,Late,69,1.73,116.8,Laurel 
401L,4,0,Late,65,3.13,127,Laurel 
402E,4,3,Early,45,na,12.7,Laurel 
402E,4,3,Early,51,na,15.2,Laurel 
402E,4,3,Early,43,na,15.2,Laurel 
402E,4,3,Early,45,na,15.2,Laurel 
402E,4,3,Early,na,na,15.2,Laurel 
402E,4,3,Early,41,0.7,17.8,Laurel 
402E,4,3,Early,45,1.2,17.8,Laurel 
402E,4,3,Early,49,na,17.8,Laurel 
402E,4,3,Early,45,0.4,19.1,Laurel 
402E,4,3,Early,45,1,20.3,Laurel 
402E,4,3,Early,45,1.2,20.3,Laurel 
402E,4,3,Early,47,1.8,20.3,Laurel 
402E,4,3,Early,47,1,21.6,Laurel 
402E,4,3,Early,47,1,21.6,Laurel 
402E,4,3,Early,45,1.4,21.6,Laurel 
402E,4,3,Early,35,0.7,22.9,Laurel 
402E,4,3,Early,47,0.7,22.9,Laurel 
402E,4,3,Early,41,0.9,22.9,Laurel 
402E,4,3,Early,41,1.7,22.9,Laurel 
402E,4,3,Early,49,1.8,22.9,Laurel 
402E,4,3,Early,41,2.1,22.9,Laurel 
402E,4,3,Early,45,2.3,22.9,Laurel 
402E,4,3,Early,41,1.2,24.1,Laurel 
402E,4,3,Early,47,1.4,24.1,Laurel 
402E,4,3,Early,41,1.2,25.4,Laurel 
402E,4,3,Early,41,1.3,25.4,Laurel 
402E,4,3,Early,45,1.1,27.9,Laurel 
402E,4,3,Early,17,1.1,27.9,Laurel 
402E,4,3,Early,51,1.1,27.9,Laurel 
402E,4,3,Early,45,1.3,27.9,Laurel 
402E,4,3,Early,47,1.5,27.9,Laurel 
402E,4,3,Early,49,2,27.9,Laurel 
402E,4,3,Early,47,1.1,29.2,Laurel 
402E,4,3,Early,45,1.7,29.2,Laurel 
402E,4,3,Early,45,1.6,30.5,Laurel 
402E,4,3,Early,45,1.7,30.5,Laurel 
402E,4,3,Early,41,2.1,31.8,Laurel 
402E,4,3,Early,45,1,33,Laurel 
402E,4,3,Early,49,1.3,33,Laurel 
402E,4,3,Early,45,1.5,33,Laurel 
402E,4,3,Early,47,1.8,33,Laurel 
402E,4,3,Early,49,1.8,34.3,Laurel 
402E,4,3,Early,47,1.4,35.6,Laurel 
402E,4,3,Early,45,1.7,35.6,Laurel 
402E,4,3,Early,47,2,35.6,Laurel 
402E,4,3,Early,47,2.5,35.6,Laurel 
402E,4,3,Early,47,2,36.8,Laurel 
402E,4,3,Early,49,2.5,36.8,Laurel 
402E,4,3,Early,47,1.3,38.1,Laurel 
402E,4,3,Early,47,1.4,38.1,Laurel 
402E,4,3,Early,47,1.7,38.1,Laurel 
402E,4,3,Early,49,1.8,38.1,Laurel 
402E,4,3,Early,49,2.4,38.1,Laurel 
402E,4,3,Early,51,1.4,39.4,Laurel 
402E,4,3,Early,47,1.4,39.4,Laurel 
402E,4,3,Early,49,1.5,39.4,Laurel 
402E,4,3,Early,49,1.8,40.6,Laurel 
402E,4,3,Early,49,1.8,40.6,Laurel 
402E,4,3,Early,47,2,40.6,Laurel 
402E,4,3,Early,43,2.5,40.6,Laurel 
402E,4,3,Early,55,1.3,43.2,Laurel 
402E,4,3,Early,47,1.6,43.2,Laurel 
402E,4,3,Early,45,2.2,43.2,Laurel 
402E,4,3,Early,43,2.2,43.2,Laurel 
402E,4,3,Early,49,2.2,43.2,Laurel 
402E,4,3,Early,47,2.5,43.2,Laurel 
402E,4,3,Early,51,2.5,43.2,Laurel 
402E,4,3,Early,49,1.5,44.5,Laurel 
402E,4,3,Early,55,1.6,44.5,Laurel 
402E,4,3,Early,53,2.1,44.5,Laurel 
402E,4,3,Early,47,2.4,44.5,Laurel 
402E,4,3,Early,45,1.9,45.7,Laurel 
402E,4,3,Early,47,2.3,45.7,Laurel 
402E,4,3,Early,49,2.4,45.7,Laurel 
402E,4,3,Early,47,2.4,45.7,Laurel 
402E,4,3,Early,53,2.4,45.7,Laurel 
402E,4,3,Early,47,2.5,47,Laurel 
402E,4,3,Early,53,2.6,48.3,Laurel 
402E,4,3,Early,49,3.6,48.3,Laurel 
402E,4,3,Early,53,2.5,50.8,Laurel 
402E,4,3,Early,49,2.3,53.3,Laurel 
